Time_s,LVP_mmHg,AoP_mmHg,Flow_Lmin,PumpSpeed_RPM
0.0,4.835699021804228,90.9166520139288,4.708785705118132,24000.0
0.01,5.5798920389092235,94.66003929239568,4.665360291197704,24006.25
0.02,7.208769474821688,95.1464220436253,4.680837555217947,23999.609375
0.03,9.707326079473145,95.60942116683012,4.71137702095527,23999.6337890625
0.04,13.769786270961578,93.2257982229429,4.8080739900318035,23999.656677246094
0.05,18.213657638352668,96.43689349944538,4.826570995813163,23999.678134918213
0.06,23.76438870619156,97.4690606955461,4.892791983031138,23993.448251485825
0.07,30.43565796804307,96.93904227525209,5.000913669333855,23993.85773576796
0.08,38.362856545044096,97.56476077650011,5.110531843348776,23994.241627282463
0.09,43.66514472638982,100.47828070407073,5.146453341729114,23994.60152557731
0.1,51.89683555796243,99.37423973457362,5.285011169908015,23988.688930228727
0.11,60.02721850461835,99.52776932540813,5.404840705710512,23989.395872089433
0.12,68.04409049674835,100.20216024431865,5.515143611307407,23990.058630083844
0.13,75.2100592936039,101.91876566197071,5.597039395900398,23990.679965703603
0.14,81.8569447863259,100.43037410633055,5.7176516771617125,23985.012467847126
0.15,88.6473322531477,101.29321165811167,5.80679910607721,23985.94918860668
0.16,94.50180672373853,103.48069823572236,5.862023468399933,23986.82736431876
0.17,98.78558611201781,103.30195508853417,5.927604628864464,23981.400654048837
0.18,103.10214411114542,101.66547538472983,6.01719080918893,23982.563113170785
0.19,105.91097694924821,102.71720075310067,6.043819872591616,23983.65291859761
0.2,108.2156376116558,104.26110545294759,6.053924135176938,23978.42461118526
0.21,110.77299087158394,102.56956629668724,6.116432136869995,23973.52307298618
0.22,109.25365128818072,101.11781616872037,6.115831997023041,23975.177880924544
0.23,107.94031943712984,105.72779945179546,6.027370115621705,23976.72926336676
0.24,105.97097835381626,101.80386537408384,6.0554901157975705,23971.933684406336
0.25,4.092786242547418,91.22836266197409,4.686388310991335,23973.68782913094
0.26,5.451278467644318,92.59795640351375,4.689757915914523,23987.83233981026
0.27,5.229822286545961,92.08188136237808,4.694367318505547,23988.592818572117
0.28,5.288955698510902,93.90809077876276,4.668039415649062,23989.30576741136
0.29,5.343339073527288,94.48235688667089,4.660408272039884,23989.97415694815
0.3,5.117407493646409,92.19761471811348,4.6914470846677165,23990.60077213889
0.31,4.544160949137791,91.2485984055221,4.6972304941242875,23991.188223880206
0.32,4.380052422323747,90.51272152116593,4.7059447034892905,23991.738959887694
0.33,5.198747743144181,93.95291014148806,4.6667513827485205,23992.255274894713
0.34,5.32626043862429,92.1863858946499,4.695282948213064,23992.739320213794
0.35000000000000003,4.921043318365757,91.39939773389865,4.701122961942115,23993.19311270043
0.36,5.322986762648111,93.54769893789157,4.675033953160512,23993.618543156656
0.37,5.392802995824289,94.06736306717514,4.668385944982078,23994.017384209365
0.38,5.161017206137011,92.41660624852513,4.689763988788248,23994.39129769628
0.39,5.01273280148939,92.41819948306191,4.687603460173978,23994.74184159026
0.4,4.6727530427307515,91.89764646422245,4.690394217800342,23995.07047649087
0.41000000000000003,4.998631797184817,92.77766161318225,4.6821591956875865,23995.37857171019
0.42,5.294465182293701,94.04488695216182,4.6676605261965545,23995.6674109783
0.43,5.463258730659512,91.0079289554175,4.71581449607667,23995.93819779216
0.44,5.4382874771328185,93.06638023486028,4.6861891237416256,24002.44206043015
0.45,4.096965406794492,93.63566429364224,4.657491874610601,24002.289431653266
0.46,5.05828200150736,93.03545500293492,4.68087899052232,24002.146342174936
0.47000000000000003,4.822183318087852,92.63581387976843,4.683298590522041,24002.012195789
0.48,4.869910205140805,93.13109703723408,4.676553805906647,24001.886433552187
0.49,5.30101898476195,92.81681394491874,4.687705208461441,24001.768531455175
0.5,5.52449274589425,93.20370537973392,4.685226310052212,24001.657998239225
0.51,4.0157701859862565,93.31576210458849,4.660888714558285,24001.554373349274
0.52,5.301910460052205,93.20211283867751,4.681861270574355,24001.457225014943
0.53,5.013404819056924,93.79621951326705,4.6685993166997255,24001.36614845151
0.54,4.808367172511687,92.80783693124323,4.68032814466235,24001.28076417329
0.55,4.148083953425793,91.10579416745033,4.6959345258927465,24001.20071641246
0.56,5.073886928844577,92.92118773618533,4.682571905799059,24001.12567163668
0.5700000000000001,5.368315181102675,92.57464951900597,4.692168814221298,24001.05531715939
0.58,5.8139994600575475,91.75054321217254,4.711199183677508,24000.989359836927
0.59,4.568623646151203,92.32090142532604,4.683947714524158,24000.92752484712
0.6,5.095571028071693,94.4514704137099,4.659878897851471,24000.869554544177
0.61,5.165462449509923,94.48830990685656,4.660361089986091,24000.815207385167
0.62,4.739465638856158,93.21311351862036,4.673086346034436,24000.764256923594
0.63,5.35459791717977,92.02043279942464,4.700191599482794,24000.71649086587
0.64,4.638501679062262,93.13727172865825,4.672686376802749,24000.671710186754
0.65,3.7923057548546053,92.94701014830275,4.662836866173299,24000.629728300082
0.66,4.386877301707745,93.00138628038329,4.670929957890198,24000.590370281327
0.67,4.967290969303008,94.33413091319471,4.659635768876311,24000.553472138745
0.68,5.14973039597133,93.05448813243339,4.681558353985587,24000.518880130072
0.6900000000000001,5.325698794137835,90.83860703817844,4.717427988869877,24000.48645012194
0.7000000000000001,5.874816254488208,93.85921464226506,4.681910535930677,24006.70604698932
0.71,3.891287065754854,95.0560061547279,4.6341009434285265,24006.286919052487
0.72,4.8325693934466365,93.04835356796411,4.678236734035164,24005.893986611707
0.73,5.549498522433416,92.27125954316112,4.700554987801203,24005.525612448477
0.74,4.6833708344277145,91.0757897838663,4.705408781176034,24005.180261670448
0.75,4.562450510283903,91.29983931291886,4.700153291789488,24004.856495316046
0.76,5.08039458092582,92.6414870934313,4.687721853402117,24004.552964358794
0.77,5.2704988919231885,93.71552436902579,4.674391718865053,24004.268404086368
0.78,5.030744869094645,94.92230913352327,4.652626943241313,24004.00162883097
0.79,4.340671264365343,93.1021855603175,4.669515167317977,24003.751527029035
0.8,5.190697005043074,93.99138439787578,4.66886895325494,24003.51705658972
0.81,5.379266568099782,91.75025335318672,4.705259508361912,24003.297240552864
0.8200000000000001,4.269547844923639,90.80564519195646,4.702731330549085,24003.09116301831
0.8300000000000001,5.459231727345792,92.36938357075071,4.697072213681343,24002.897965329666
0.84,5.1971188889621,93.08161591008368,4.682411755307317,24002.716842496564
0.85,5.476470473308993,93.43359835689138,4.681279841706397,24002.54703984053
0.86,5.344985768042162,92.36707677223863,4.695265597399677,24002.387849850496
0.87,5.881413192844547,95.06988941486412,4.662732508978417,24002.23860923484
0.88,7.8091567117035385,93.6859164600229,4.712373277814624,24002.09869615766
0.89,10.169784035696832,94.60796011884244,4.733919240664767,24001.967527647805
0.9,15.131968678531162,93.36716434097723,4.826933204355764,24001.844557169818
0.91,19.97397065282481,95.69167716290708,4.864666720435442,24001.729272346704
0.92,26.411931252119153,97.61237044690573,4.93239871028446,24001.621192825034
0.93,32.43753724475044,98.62010594364023,5.00764143658502,24001.51986827347
0.9400000000000001,39.803614549187074,97.14880743880286,5.140178325782358,24001.42487650638
0.9500000000000001,46.534900863985946,98.71801903659734,5.217587182842012,24001.33582172473
0.96,54.90124324688711,99.61599808738622,5.329591760609246,24001.252332866934
0.97,62.45886714888621,101.27150779314196,5.418103905851851,24001.17406206275
0.98,69.36705708039548,99.01361734449397,5.554014266834479,23994.850683183828
0.99,76.10561254362864,99.67666769951684,5.645227301532887,23995.17251548484
1.0,83.48640251579974,101.18226745171621,5.733430584278012,23995.474233267036
1.01,90.42746200822768,102.75462666771367,5.812469303529673,23989.507093687847
1.02,95.79623307209161,102.69737404333434,5.892461110514449,23983.912900332358
1.03,100.37545697846265,104.276888162206,5.937708118259247,23984.918344061585
1.04,104.9378722666565,102.80532571431645,6.026890935174535,23979.610947557736
1.05,106.96025253096509,102.36554983811098,6.064141856226656,23980.885263335378
1.06,108.90554483546997,103.42992589455079,6.077654267708017,23982.079934376918
1.07,109.9234967566073,102.12259484076709,6.111251013357193,23976.94993847836
1.08,110.53947277620317,102.13283256056432,6.120697245065448,23978.390567323462
1.09,107.28220317262642,104.16378402486737,6.041711576432823,23979.741156865744
1.1,105.4113834592463,101.26826746856212,6.055836073500672,23974.757334561637
1.11,5.974186602372703,93.53756750255955,4.680633036785081,23976.335001151536
1.12,4.763298312348888,92.46817563833842,4.680442856005049,23984.064063579564
1.1300000000000001,4.47311118124222,91.98023165913729,4.683658207733035,23985.060059605843
1.1400000000000001,5.134303107215023,93.09695266125729,4.677058708159485,23985.993805880476
1.1500000000000001,5.237830679930952,93.44741193652992,4.673573579404252,23986.869193012946
1.16,4.652845052056532,92.93447475351388,4.672698021590549,23987.689868449637
1.17,4.021939863953579,91.83754549032216,4.679880728522355,23988.459251671535
1.18,5.321742826696006,93.07078850808331,4.6810594518897055,23989.180548442062
1.19,4.847796893158379,94.37921941997914,4.654492853138796,23989.856764164433
1.2,4.5908901669252415,92.14646595764782,4.6842890422402,23990.490716404158
1.21,4.708934159650535,92.49879830629122,4.680923299457614,23991.085046628898
1.22,5.368451807935097,93.45199206841015,4.676657453896523,23991.64223121459
1.23,5.098378581300147,93.35473003210072,4.674195876178912,23992.164591763678
1.24,4.253689691453411,93.1629072627838,4.664525312624656,23992.654304778447
1.25,5.458386520353441,92.70820903086917,4.689531015024713,23993.113410729795
1.26,5.268947042977847,93.16069418315726,4.680009748537104,23993.543822559182
1.27,3.999227835408226,93.19149087813061,4.660602887771473,23993.947333649234
1.28,5.782955680961864,93.82226005605172,4.677991840697692,23994.32562529616
1.29,5.560135831968238,94.51243002423385,4.664385655544803,23994.68027371515
1.3,4.97872001092757,91.552618725261,4.700144708436985,23995.01275660795
1.31,4.595599615802877,91.24145553541435,4.700705776035816,24001.574459319952
1.32,4.778512070077813,91.58440774140489,4.698280578833208,24001.476055612457
1.33,4.689486335839832,92.15697784604492,4.688333577881093,24001.38380213668
1.34,5.344754558295046,93.5520488238469,4.677214914642507,24001.297314503136
1.35,4.312377934821498,93.41354235723986,4.663786591750398,24001.21623234669
1.36,5.361755676136862,93.24610013692013,4.682019887544507,24001.14021782502
1.37,4.740060245778296,94.07853885507764,4.6601900594132495,24001.068954210958
1.3800000000000001,5.623373767719262,93.44235653266787,4.682965794668964,24001.002144572773
1.3900000000000001,5.234820888017664,92.21788264566815,4.6954889512694855,24000.939510536973
1.4000000000000001,5.288322392778647,93.05030939112065,4.683790392806973,24000.880791128413
1.41,4.955609535631854,91.9412736969979,4.695421473000231,24000.825741682886
1.42,4.4634762471054845,92.27945319401135,4.682953879003338,24000.774132827704
1.43,5.180584900424098,93.66356444852273,4.672936744160014,24000.725749525973
1.44,5.916932117522985,92.21235368593247,4.705738774019007,24000.680390180598
1.45,3.8163859378539775,91.41769423273333,4.686139842025387,24000.63786579431
1.46,5.709029315740746,94.33631902263151,4.67074015419218,24000.597999182166
1.47,5.257802035299187,94.1525456309859,4.66671900212302,24000.56062423328
1.48,4.660489462030133,94.3134504378576,4.655336981667263,24000.5255852187
1.49,4.4935258378035075,93.02509170210132,4.672149696071166,24000.492736142533
1.5,4.678091524065448,93.13529789276876,4.673257389502857,24000.461940133624
1.51,5.130319085452003,92.19835122759025,4.694087785086745,24000.433068875274
1.52,4.891520539206304,92.53589777213546,4.685435842023705,24000.40600207057
1.53,4.604381432802552,92.92334049392281,4.675310770818486,24000.380626941158
1.54,4.434393944015925,92.5221116174231,4.678773444338226,24000.356837757336
1.55,5.027433269525509,93.79181979502576,4.668617835966872,24000.334535397502
1.56,4.008969859828821,92.72407890370975,4.669351771075576,24000.31362693516
1.57,5.32140508404299,94.21015366592356,4.66674227758472,24000.29402525171
1.58,4.814391685429461,94.19987911795843,4.659286600680435,24000.27564867348
